,School Code,Enrollment Percent_Low-Income,Enrollment Percent_SoC,SBA ELA 3Y Average Percent_Low-Income,SBA ELA 3Y Average Percent_SoC,SBA Math 3Y Average Percent_Low-Income,SBA Math 3Y Average Percent_SoC,Component 1,Component 2,Component 3,Segment KMeans PCA,Segment,SchoolCode,School Name,LEANameForCharterComparison,Lat,Lon
24,1758,0.16778523489932887,0.2080536912751678,0.26229508158277,0.0,0.333333325386047,0.0,-0.4528126665254452,-0.36469014868766225,0.21844404173300389,3,fourth,1758,Homeconnection,Oak Harbor School District,48.2956652380952,-122.657533874486
25,1759,0.2992125984251969,0.4251968503937008,0.317460309891474,0.307142841961919,0.11956522246164301,0.164556964088224,-0.19508807090350108,-0.07631412169726959,0.2581865881197421,4,fifth,1759,Internet Academy,Federal Way School District,47.3199775708272,-122.297720754586
26,1763,0.47572815533980584,0.0,0.0,0.0,0.0,0.0,-0.710864130577428,-0.3105735799283988,0.302964334658056,3,fourth,1763,Chewelah Alternative Educational Programs - HomeLink,Chewelah School District,48.28089,-117.72605
27,1777,0.11852704257767549,0.1760644418872267,0.35999998901367203,0.277372262011556,0.215999993408203,0.18518517812093102,-0.15561348749315232,-0.3924894028847933,0.23696314808349156,3,fourth,1777,Sky Valley Education Center,Monroe School District,47.8555630492558,-121.975419817063
28,1789,0.3814102564102564,0.5769230769230769,0.740088130600988,0.7986798428072791,0.555066097950741,0.654952085087881,0.5944577921928739,0.059185571898670034,-0.2257920666762062,2,third,1789,Federal Way Public Academy,Federal Way School District,47.2914814238447,-122.322752888494
29,1796,0.08091603053435115,0.24885496183206107,0.5581395348837211,0.708333308880146,0.434108512346135,0.6,0.483555601570985,-0.3439414596219138,0.04613102007923174,2,third,1796,Salmon Bay K-8 School,Seattle Public Schools,47.6761221267136,-122.380521885716
30,1798,0.62,0.0,0.47457627036454403,0.0,0.125,0.0,-0.6343297475670154,-0.31502383515852894,-0.12298802892267399,3,fourth,1798,OCEAN,Port Townsend School District,48.129441171948,-122.778015108089
31,1803,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,-0.7651465517614384,-0.22267025988568248,0.20256814796885658,3,fourth,1803,Mead Alternative High School,Mead School District,47.7685208054071,-117.42066336933
32,1814,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,-0.5754561870820445,-0.5298491305353211,0.5534034432652366,4,fifth,1814,Northshore Networks,Northshore School District,47.7779128674084,-122.18951
33,1836,0.1865671641791045,0.12686567164179105,0.8470588045219241,0.8448275913097909,0.825,0.7636363371541691,0.7569711816360133,-0.4434379655348812,-0.40951799248170007,2,third,1836,CAM Academy,Battle Ground School District,45.78651,-122.53271
34,1838,0.47,0.0,0.6666666865348821,0.0,0.242424249649048,0.0,-0.5216534629734275,-0.43154136411233673,-0.20314279582518802,3,fourth,1838,Spokane Valley High School,West Valley School District (Spokane),47.6755443742755,-117.283945013387
35,1852,0.24319066147859922,0.0,0.31395349533510203,0.0,0.151162799594853,0.0,-0.5393509831412635,-0.4912558014900515,0.18445922688047994,3,fourth,1852,Deer Park Home Link Program,Deer Park School District,47.9496798286908,-117.477164242043
36,1858,0.2857142857142857,0.11545988258317025,0.626865671641791,0.563636326750449,0.34158414551445393,0.27272726326934604,0.0992464209280581,-0.37890549346007363,-0.09983126959796641,0,first,1858,Mead Education Partnership Prog,Mead School District,47.7364339389333,-117.454003695767
37,1860,0.42483660130718953,0.4934640522875817,0.572972940538294,0.551470603703628,0.0775193779967552,0.125,-0.046405969190957026,0.026503609539105993,0.06628382855793111,0,first,1860,Tacoma School of the Arts,Tacoma School District,47.25317,-122.4371
38,1862,0.20866141732283464,0.37401574803149606,0.6329113529806171,0.776595749213934,0.512500024139882,0.659574434410776,0.5745711211255152,-0.1819175114566316,-0.08505497309705533,2,third,1862,Marysville Coop Program,Marysville School District,48.100007597338,-122.17200299248
39,1875,0.29290853031860226,0.1500513874614594,0.6178660283570411,0.7531645629215351,0.334164585326061,0.547770701797648,0.3873289670558926,-0.31540895398417157,-0.09038458426750637,2,third,1875,Homelink River,Battle Ground School District,45.78651,-122.53271
40,1884,0.0,0.5024630541871922,0.0,0.0,0.0,0.0,-0.4732029184079024,-0.14431900953432014,0.7052135927405985,4,fifth,1884,Legacy High School,Kennewick School District,46.207565219518,-119.127572007465
41,1892,0.14766839378238342,0.13989637305699482,0.23958332836628002,0.260869570625752,0.20895521081511104,0.199999987738473,-0.19900305094021317,-0.3889666622306,0.28522062605673365,4,fifth,1892,OASIS K-12,Orcas Island School District,48.6986180603174,-122.9033184828
42,1904,0.10714285714285714,0.0,0.361111124356588,0.0,0.25,0.0,-0.4647827802966513,-0.5773994089152452,0.18988747611771845,3,fourth,1904,Parent Partnership,Snohomish School District,47.9275176987248,-122.086829261147
